1.763238990507781168e+01,2.108398054915192332e-01
1.448519865041465593e+01,7.607847446592296947e+00
1.139587030123721689e+01,2.283933918593412216e+00
4.527717088405004198e+00,7.726992035941420589e+00
3.865873723819560404e+00,8.975325120079443719e-01
1.566732544788784409e+01,9.686476397340555877e+00
9.025736825612436232e-02,5.203873395999490725e+00
1.857651518336731300e+01,6.223264838986583669e+00
1.649932655649093860e+01,2.965460852613632792e+00
2.098031644064588619e+01,7.260089959320536579e+00
1.240256425273743268e+01,1.444447683631513879e+00
8.534569774776585405e+00,6.849197529074068314e+00
1.010030636730969000e+01,4.409582172266263811e+00
1.412215312780858945e+01,5.213484544352611216e+00
1.486807957895334020e+01,6.106555766590171075e+00
1.840740227959658526e+01,5.299935068319323150e+00
2.077171341528615400e+01,3.243438664123619919e+00
2.067900724332942364e+00,3.055112575423826193e+00
2.605682512200747425e+00,8.419402275285994719e+00
1.072049861238249635e+00,6.363077426843748441e+00
1.251781952431390721e+01,8.323955876007897103e+00
4.547940757057649108e+00,8.705599072970569452e+00
8.038779337417530257e+00,7.667220545943349563e+00
6.765684619269455524e+00,8.980794632341652317e+00
7.441196040845206916e+00,1.676561520826548746e+00
8.973218516618985063e+00,9.495574055158870763e-01
1.877047533815218472e+01,1.535704519568448889e+00
8.780856297103682095e+00,9.593688836346219162e+00
2.257711835625680052e+01,4.636054198483006594e+00
1.888516821024503045e+01,2.553961203543722913e+00
1.365591587855801414e+01,9.172770684969334454e+00
1.221999470960949274e+01,5.996445847931896722e+00
8.979811987723546052e-01,3.628966667726888584e+00
1.819955240965341225e+00,3.103472770363033817e+00
7.560243471911537227e+00,7.862115809499654162e+00
9.134675106528802324e-01,4.363640532865445287e+00
7.199228290323854473e+00,6.466750013566253230e+00
7.917495850829554982e+00,4.378691390427435493e-01
2.011486088947955864e+01,7.754524365379799278e+00
2.007328925269026243e+01,4.241892901406952632e+00
1.384350312204127853e+01,5.216820934468210602e+00
1.366654577243357771e+01,2.664111117100614656e+00
6.877918122384567567e+00,2.580617856290776668e-01
6.928010136482654069e+00,2.459490894099838343e+00
1.274623739282804635e+01,5.745551322063782607e+00
1.086152317590805616e+01,2.974827439101412452e+00
1.468779247483686712e+00,9.944802520897649600e+00
7.765721305561562815e+00,5.029694089765736287e+00
2.233606539459250584e+01,4.478262060990771509e+00
7.275716333248824164e+00,5.281137376493862057e+00
1.321619878711320695e+01,8.675966905084941061e+00
1.556703673077537653e+00,4.719633007038019024e+00
1.787535685163373245e+01,7.301004553483663173e+00
1.339646246401559893e+01,3.768792384615839985e-01
8.016005104732419895e+00,5.722017354446289339e+00
6.851824883625506679e+00,5.205314997259260501e+00
1.539545391200871016e+01,1.617408331121430010e+00
1.153919539720385634e+00,3.432209412577143404e+00
2.470337845738285409e+00,1.817652535082278753e+00
2.025000741839375351e+01,3.712108107535416757e+00
5.001067322244209024e+00,7.645361089421005119e+00
2.443267299236990819e+00,7.565168926279696393e+00
1.073929180804970329e+01,6.078277620195748909e+00
3.374597595641904313e+00,1.869793792466416749e+00
1.474634881106400819e+01,4.940605436362006664e-01
5.683281928371309633e+00,5.510870524876523291e+00
5.184038627152410150e+00,3.875141194631062103e+00
2.108224150861506629e+01,9.401625828336612756e+00
1.295590327578449852e+01,5.420064191488267014e+00
3.397001631155945334e-01,9.935456516164370200e+00
1.309944074619862775e+01,8.044251082170500666e+00
1.283720125591779393e+01,8.913726054299736745e+00
1.335471664021124205e+01,7.201914235908585482e+00
3.395474698008642989e+00,4.353059507913827453e+00
1.586232691658753069e+01,1.062936604352188175e+00
1.004937573552713737e+01,1.688613820678062094e+00
1.158953146497612252e+01,8.321404379623919212e+00
2.059839955800664590e+00,8.128698507052515509e+00
1.291878845147541099e+01,5.987772750674971611e+00
4.528581023963907271e+00,4.430961474242556264e+00
6.764360004368342061e+00,3.815859875674453838e-01
7.014554509255518377e-01,4.603546802044531816e+00
1.702759279907854761e+01,5.662121327361792744e+00
8.803696886067021055e+00,1.707619622931405123e+00
1.916265379128641655e+01,6.086366262208764866e+00
1.789286074508003921e+01,8.620853288050300378e+00
1.378830562820611583e+01,7.935575871669265702e+00
1.407574498612739333e+01,2.150383423090946600e-01
1.715562099574404442e+01,1.788588074162329900e+00
1.048163475458406069e+01,5.213326710559610611e+00
1.106471755195683748e+01,8.578959672519770763e+00
3.996245635633649318e+00,1.486903310490189922e-01
1.940274668160476779e+01,7.545573705362250472e+00
1.044010565741913688e+01,4.235687815621678176e+00
2.668436620247580215e+00,3.440979991171691399e+00
2.163905671399908748e+00,7.272841667153351786e+00
1.762172344950642788e+00,2.092454625028760784e+00
1.311652465097448150e+01,2.985328600870283289e+00
1.498991333845571461e+01,8.164254413071111216e+00
8.028740678497904071e+00,9.493542297486733395e-01
1.859240567271458033e+01,7.974245857693780692e+00
8.993560910298741717e+00,8.783108609027845404e+00
8.778943359125642942e+00,2.614197334002839046e+00
1.896012788725061071e+01,7.481648270999804673e+00
1.160375675813637208e+01,6.546358408820796448e+00
4.873444884555895307e+00,9.100402918828150334e+00
2.208153130946865161e+01,3.220735873026807639e+00
1.978653285267569117e+01,3.152482462511609018e+00
5.775337925713387444e-01,4.998228029810828366e-01
4.220569517006109272e+00,7.013787508313011898e-01
5.885888179027855216e+00,9.281990392758054043e+00
1.046643984373502256e+01,1.322951781112684078e+00
1.851412347104808376e+01,4.099253579283566928e+00
5.585302643151315305e-01,8.705403393097965292e+00
6.270379562691957176e+00,7.204516594971424048e+00
8.132955756948943460e+00,8.070180068157586817e+00
1.930798716574842189e+01,5.467578774141977682e+00
1.278071776497848511e+01,1.244701411404185887e+00
8.632894258603474924e+00,4.356072863951073515e+00
1.168622965408573755e+01,9.060307710546654292e+00
6.862814581039138773e+00,4.027849489405057604e+00
1.813422610701125848e+01,4.188724945910550446e+00
4.226072192792257098e+00,8.536912731458048853e+00
1.301354419717145383e+01,6.101100883963275212e-01
2.260664203012515827e+01,2.324428505331967099e+00
1.405208115872667740e+01,3.739151077288267899e+00
1.835145790492091322e+01,6.376028423489190189e+00
1.877300864589222940e+01,2.928651890128918467e+00
6.281816708210691935e+00,6.106687213906301537e+00
2.145443454820545526e+01,7.186130502909002793e+00
6.021396350911476958e+00,1.242932958528450982e+00
1.048643587928028253e+01,9.904094993870158348e+00
1.555793019980000480e+01,1.963457920030444059e+00
1.068458732909489672e+00,9.678862397589538702e+00
1.962871649360823056e+01,8.411496265605483913e+00
2.203476595208314492e+01,6.085194322578376891e+00
2.128073600747960015e+01,1.491171153071864097e+00
2.605132658132264023e+00,3.779813646086157775e+00
1.752356449341092670e+01,3.262803039683987993e+00
1.458548195953816595e+01,9.368639296596946442e-02
1.242361077953657933e+01,3.431587212353464533e+00
2.052883570029991844e+01,9.557583510989548614e+00
8.781025471650595549e+00,4.024556770180465648e+00
2.051181953857029683e+01,5.976352599147659594e-01
9.266970533499948814e+00,1.322583492810070149e+00
1.988120688016757676e+00,7.965077155503315964e+00
6.962546903223735484e+00,5.934007665161533218e+00
2.008173683883351757e+01,8.948847335833571393e+00
1.373781317763616272e+01,6.555513896149776976e+00
1.294520716879107969e+00,3.022438425275365770e+00
1.581396752919802573e+01,1.920539241013254905e+00
1.835675228934828596e+01,5.229999698544202325e+00
1.731155888161495326e+01,1.806333685949714996e+00
1.888699859014964400e+00,4.897851212384241926e+00
1.208959968221820347e+01,7.074492041579409474e+00
4.680850496730285748e+00,6.821142872366812604e+00
1.813413677696197368e+01,4.240561751723244677e-01
2.202235258079328162e+01,9.909990006481061542e+00
1.258810552731069166e+01,6.594549412511538922e-01
7.892113016242061185e+00,2.075684831247920636e-01
1.830747237165346064e+01,2.112539317022657848e+00
3.274752399292459870e+00,7.110922882817208190e+00
1.324732565389850958e+00,2.607132879185805052e+00
1.166618459478659631e+01,1.011182925377380037e+01
3.349348429182085862e+00,4.567070140402552880e+00
1.374892699953895026e+01,9.882885404611823077e-01
6.600479369189554468e+00,7.323327003379255906e+00
1.259142662397608881e+01,8.519942472947494849e+00
1.326637469455794260e+01,1.875248843953801314e+00
1.407037839595824025e+01,9.011463698841081893e+00
1.181380289097530145e+01,6.361619678324461624e+00
1.154565142734070093e+01,9.242171778119391945e+00
9.448144426206077640e+00,5.440362157523905395e+00
7.832821850405077946e+00,1.316500055775522648e+00
1.515210523700374345e+01,9.506407220275798764e+00
1.400698909889817401e+01,8.562223154409606352e+00
4.981386851596984577e+00,9.176224875656002311e+00
2.233416769560161719e-01,2.294257302900497120e+00
3.018780209437619710e+00,9.220636336603078576e+00
2.080787235404218194e+01,5.903548336490634263e+00
2.000091180696476734e+00,1.187495106075885376e+00
1.762668889633755143e+01,7.445199930972663971e+00
1.991754239477228738e+00,3.631826092898028602e+00
1.767561767325669919e+01,1.335751472375441784e+00
1.229484943790184737e+01,7.667991432865803425e+00
6.229948383157349667e+00,5.755812678418455342e+00
1.089701843058289121e+01,5.655266236225088505e+00
1.007524913247949350e+01,7.048371620901022538e+00
1.641890194210713361e+01,7.684844756219280981e+00
8.531811259992114760e-01,6.896967632432690287e+00
1.090926750875538076e+01,1.017741298736670519e+00
1.404052590271782108e+01,8.513211411096552439e+00
1.677681770088093316e+01,3.267106320352977988e+00
1.551172411446541943e+00,3.792752085730087819e-01
1.278160444853662092e+01,1.634263424568445977e+00
6.123923925149819425e+00,2.394833477389729293e+00
4.422829725835320525e-01,1.541134071852988230e+00
7.750114502103618852e-01,9.975442158172842966e+00
8.240694190121782725e+00,8.386719610190091601e+00
9.423747158709026905e+00,2.572300126508989315e+00
5.411210636336467594e+00,7.854854488651412225e+00
1.534493285117193828e+01,7.176321793638776647e+00
1.950313274553259291e+01,5.304023599053840243e+00
1.012171427492837594e+01,5.626084163155917750e+00
1.490460223456367395e+01,8.011707364668440690e+00
2.039727966569484607e+01,3.140508412179185971e+00
3.100039394025203343e+00,7.629414782736942513e+00
1.204340744433755184e+01,7.972943980526417285e+00
9.828110711301242475e+00,8.522681330153424994e+00
1.228391302118417094e+01,2.544307160805770796e+00
1.346317101536088412e+00,9.342047346617000647e-01
3.982210700213463905e+00,4.462824202078477853e+00
1.853795638521691913e+01,9.249685575840359775e+00
1.316943367659403918e+01,2.958129006568348096e+00
1.489983645891858721e+01,6.481274319676571416e+00
1.151171854993817689e+01,9.810015590717449996e+00
1.844095968009580844e+01,9.433756661060749948e+00
1.403455699554905145e+01,9.977159790045908139e+00
1.634462467062415669e+01,8.797819759967716313e-02
6.587007981518523181e+00,8.548610360218503956e+00
1.013102820944516047e+01,1.758185190522292940e+00
2.618089785492384802e+00,8.106466855575703789e+00
1.483397176204673151e+01,5.097739341173480376e+00
6.529735160187295939e+00,6.468829617411579136e+00
8.420295955848908775e+00,5.481711600458879730e+00
1.742084709325996172e+01,8.533256808528506099e+00
2.399326438815786666e+00,5.188014092794504428e+00
1.475587083033185642e+01,1.555158832807016500e+00
4.022557852566440578e-02,9.825184852817310244e+00
1.846782895044000838e+01,2.784526707932870604e+00
6.379988417668799094e+00,1.226105156847298261e+00
1.098853373769099129e+01,9.472188104227635463e+00
2.091524095306261799e+01,2.477770975114240048e+00
9.026460656066877419e+00,9.857633627102144303e+00
6.300664824181985146e+00,9.528550319202764740e+00
1.757961790955735637e+01,8.988741871157575503e+00
1.991117373407784541e+01,1.488144945744441117e+00
1.804085569196952932e+01,9.237698016022539704e+00
1.916057873941191758e+01,7.234236853693569280e+00
7.026693507766436753e+00,3.594451076473252016e+00
5.403038614815571350e+00,9.124862528823713959e-01
4.445771065001792977e+00,6.256608013729906936e+00
2.130743282341839873e+01,7.021412929796395197e+00
1.286668348765929970e+01,2.679758881391429259e+00
1.205057769703033443e+01,8.172530413444297537e+00
6.745434934691128426e+00,1.862719673684529065e+00
4.510840243213472545e-01,7.552143716841103860e+00
8.753872196882246381e-01,4.406185436774301856e+00
1.902145764360943403e+01,1.367389543575386890e-01
1.164340705001320941e+01,4.872214793435128755e+00
6.779119466360674640e-01,1.161138325325131448e-01
7.585953845360540626e+00,6.241397586297967592e-01
1.367424639417100529e+01,9.000949775789852225e+00
9.421378104819684296e+00,3.888455408463081797e-01
1.848057350657817066e+00,8.322517497867816250e-01
1.850213725116028840e+01,8.135051069311579397e+00
3.865582875686180975e-01,8.750750344343076748e+00
2.083232312869697012e+01,4.072907115893247720e+00
6.558321363999999321e+00,8.565336034280599975e+00
1.410563848106373896e+01,1.428483064139605130e+00
5.229353329545837425e+00,8.549619387139991034e+00
1.930203470439741054e+01,2.236683292747288831e+00
1.854260644473442454e+01,5.445287904313414806e+00
1.395439434373842325e+01,5.322518012563022261e+00
1.462192233460856094e+01,5.238849602459742100e-02
5.655285888810622774e-01,7.010668074807637318e+00
3.922616427192198163e+00,7.050335644676749780e+00
6.521172144564640227e+00,5.598761551419542126e-01
1.330961555311617417e+01,3.005518261906450217e+00
7.379576859251463894e+00,9.824612180606763445e+00
4.456206436941362981e+00,3.529548492279438676e+00
2.377761528430809790e+00,4.082103621140808158e+00
2.122497166695475723e+00,5.129213073650864096e+00
1.697562433799677351e+01,5.375157316093021748e-02
2.061084319797175102e+00,5.708292460653137113e-01
2.021568466455666879e+01,1.001355230359296300e+01
1.189119331344461905e+01,2.015921084053204471e+00
2.133634250565781798e+01,6.650717745956111315e+00
1.810035934007958858e+01,5.193951294691609988e+00
1.801852385978897431e+01,3.401534793816650915e+00
2.588966652781528932e+00,9.192910003300699628e+00
9.655866280218416975e-02,7.467994269646854866e-01
3.024180580019582898e+00,9.572243179830952187e+00
6.924972627506347678e+00,2.167260599991880365e+00
5.844445950504917775e+00,9.745478786308999775e-01
9.185099605359349439e+00,7.427240826013906450e+00
1.481807911962276769e+01,2.548591101278713467e+00
5.199253572938791201e+00,5.037492168739161613e+00
1.976852714065889316e+01,6.442087731728119770e+00
1.724769797640293234e+01,4.441171623280155245e+00
9.148848382949992697e+00,7.344829749683784215e+00
8.512345725365511484e+00,5.614395988856892394e+00
1.839398292785396016e+00,6.037839761771905955e+00
6.421864734093116311e+00,7.543267476954311768e+00
6.831189715480335600e+00,7.696572711179001658e+00
5.174592755110682951e+00,4.478167241838441198e-02
3.195377223367297237e+00,3.004959214760018149e+00
